1.04, 1.03, 1.9, 2285.84, 1134.71, 523.44, 4014.87, 7981.74, 1348.94, 3018.51, 1660.75, 3481.38, 2678.97, 6316.57, 3585.53, 252.76, 9449.14, 1816.19, 7227.98, 1123.93, 1654.11, 2255.63, 296.63, 7513.38, 252.9, Starfleet Assault Cruiser
1.93, 1.47, 1.98, 2681.25, 408.73, 538.04, 3128.11, 7686.72, 1063.1, 1729.45, 2909.79, 4891.24, 1691.54, 7275.58, 3388.24, 252.58, 8274.45, 1848.45, 6917.38, 1506.98, 1511.75, 2227.55, 228.83, 5077.18, 199.48, Starfleet Assault Cruiser
1.99, 1.51, 1.41, 2285.02, 757.92, 536.91, 4217.38, 9018.48, 1150.52, 2878.55, 1460.02, 5788.49, 1299.11, 10802.02, 3557.72, 237.1, 10394.1, 2324.16, 6380.58, 1539.71, 1987.9, 1986.24, 377.18, 6707.99, 214.36, Starfleet Assault Cruiser
1.6, 1.44, 1.27, 2192.7, 625.3, 534.59, 4578.34, 8040.33, 1200.93, 2412.35, 2355.39, 6140.04, 1991.18, 11490.96, 3845.86, 317.25, 12028.53, 1460.91, 6457.46, 1542.04, 2018.62, 2002.45, 291.88, 6997.58, 133.04, Starfleet Assault Cruiser
1.18, 1.02, 1.43, 2350.93, 517.62, 534.02, 4703.04, 8012.03, 1197.47, 1896.73, 2643.47, 5644.17, 2321.26, 7846.46, 3848.27, 304.45, 12189.47, 2287.2, 5342.22, 1156.72, 1657.21, 2062.98, 212.19, 8137.19, 256.42, Starfleet Assault Cruiser
1.19, 1.06, 1.93, 2092.8, 897.46, 538.57, 3999.98, 7160.14, 1095.77, 1741.02, 2312.48, 3291.82, 1674.92, 9020.57, 3541.02, 254.29, 9241.73, 1768.28, 4417.57, 1144.93, 1831.18, 2390.59, 382.17, 8112.6, 218.65, Starfleet Assault Cruiser
1.55, 1.6, 1.17, 2089.1, 974.65, 541.27, 4747.84, 7495.24, 1136.42, 3333.22, 1348.27, 3976.89, 1084.96, 10233.76, 3237.99, 271.09, 8955.17, 2374.1, 5437.06, 1287.49, 1750.08, 2260.71, 286.13, 6078.49, 108.5, Starfleet Assault Cruiser
1.67, 1.12, 1.4, 2844.76, 489.59, 526.28, 3146.07, 7924.25, 1342.49, 3292.94, 2581.67, 4008.75, 1930.61, 8740.54, 3617.98, 311.89, 8692.89, 1795.06, 5202.49, 1579.52, 1927.52, 2076.93, 298.37, 7235.01, 227.35, Starfleet Assault Cruiser
1.62, 1.85, 1.67, 1624.94, 1121.27, 539.45, 4653.06, 10344.56, 1109.87, 3241.7, 1122.92, 5028.78, 1258.53, 11686.16, 3220.15, 309.18, 8042.21, 2409.73, 5511.53, 1399.44, 1752.89, 2289.84, 356.96, 4917.63, 130.31, Starfleet Assault Cruiser
1.57, 1.55, 1.33, 1957.14, 481.93, 537.2, 5011.0, 9751.56, 1286.02, 2031.02, 2836.77, 5374.84, 1296.11, 10860.57, 3284.94, 293.98, 10963.02, 1596.11, 6649.34, 1106.81, 1347.64, 2154.65, 214.66, 6106.31, 176.68, Starfleet Assault Cruiser
1.8, 1.08, 1.17, 1650.77, 537.29, 528.06, 4597.75, 7625.89, 1263.48, 3331.06, 1848.28, 4994.9, 1691.4, 10679.61, 3178.88, 283.35, 12609.87, 2284.91, 4260.0, 1730.15, 1196.94, 2121.93, 391.96, 8095.82, 310.3, Starfleet Assault Cruiser
1.53, 1.68, 1.96, 1637.66, 486.86, 535.08, 5190.63, 10225.72, 1306.98, 2881.28, 852.6, 4978.02, 1715.16, 8272.65, 3418.03, 230.63, 8823.0, 1585.35, 4083.45, 1379.0, 1846.03, 2235.82, 325.76, 4909.3, 141.67, Starfleet Assault Cruiser
1.25, 1.92, 1.08, 1720.79, 1052.01, 533.78, 4791.92, 9148.35, 1335.26, 3041.04, 2096.09, 3830.4, 931.49, 9099.98, 3720.68, 270.37, 8950.78, 2202.75, 6944.0, 1002.93, 1550.74, 2078.43, 213.55, 6206.33, 105.57, Starfleet Assault Cruiser
1.9, 1.32, 1.11, 2136.23, 593.59, 527.78, 3731.52, 7211.0, 1080.21, 2468.47, 2821.39, 4098.67, 510.58, 10863.32, 3409.7, 229.56, 9103.93, 1672.43, 6572.76, 1161.33, 1782.69, 2033.44, 259.53, 7686.71, 242.73, Starfleet Assault Cruiser
1.55, 1.99, 1.32, 1988.71, 1324.26, 532.83, 4551.17, 8057.24, 1139.07, 2452.87, 1084.6, 4337.39, 2885.27, 10306.8, 3505.96, 306.31, 9129.34, 2338.67, 4050.39, 1143.64, 1901.04, 2115.06, 376.92, 7466.32, 269.21, Starfleet Assault Cruiser
1.79, 1.52, 1.73, 1731.37, 597.65, 523.1, 4155.87, 10149.59, 1112.35, 2286.79, 1644.9, 5833.7, 1781.44, 7389.36, 3776.31, 247.41, 11290.75, 1863.03, 5241.66, 1154.9, 1613.74, 2109.63, 207.52, 6527.44, 117.68, Starfleet Assault Cruiser
1.29, 1.47, 1.53, 2629.3, 784.91, 522.98, 3840.87, 8280.12, 1078.7, 3186.55, 1862.61, 5717.9, 1858.15, 9351.64, 3728.28, 281.62, 9777.97, 2440.33, 6638.7, 1239.43, 1850.08, 1984.64, 364.78, 6251.33, 320.84, Starfleet Assault Cruiser
1.55, 1.81, 1.18, 2044.15, 838.83, 535.8, 3940.82, 9522.43, 1175.37, 2951.98, 2837.74, 3437.68, 2341.46, 10068.09, 3174.13, 263.1, 10272.81, 2398.04, 5394.92, 1266.8, 1181.71, 2153.85, 221.67, 7160.7, 269.75, Starfleet Assault Cruiser
1.81, 1.26, 1.15, 1945.16, 987.16, 539.11, 2426.84, 10370.68, 1136.26, 3416.84, 2410.26, 4311.94, 792.63, 6353.93, 3484.03, 299.62, 9255.18, 2543.28, 6239.37, 1388.82, 1369.22, 2281.61, 269.19, 5757.85, 97.22, Starfleet Assault Cruiser
1.51, 1.43, 1.98, 2214.57, 398.36, 532.81, 4643.32, 8815.22, 1068.52, 2065.16, 969.17, 5501.82, 512.6, 11328.19, 3768.88, 238.94, 10968.96, 1698.44, 6432.27, 1196.58, 1621.72, 2054.51, 276.9, 6706.14, 330.59, Starfleet Assault Cruiser
1.7, 1.54, 1.86, 1988.82, 691.19, 531.88, 4022.38, 8416.49, 1107.65, 2990.1, 2367.71, 4632.34, 1112.36, 10132.22, 3217.13, 240.23, 8127.89, 1490.19, 7136.27, 1654.21, 1828.68, 2314.39, 242.7, 5182.39, 119.57, Starfleet Assault Cruiser
1.2, 1.7, 1.42, 2266.3, 651.93, 537.41, 3673.63, 10514.98, 1254.18, 3033.06, 2346.46, 4173.44, 2019.52, 10910.0, 3738.78, 287.96, 9614.15, 2007.37, 5604.19, 1379.72, 1694.71, 2041.89, 375.44, 5688.84, 217.34, Starfleet Assault Cruiser
1.52, 1.85, 1.62, 2490.29, 1315.62, 530.97, 2500.73, 7061.48, 1179.39, 1542.53, 2724.27, 4287.87, 1549.85, 8339.8, 3196.54, 293.72, 10800.04, 2100.29, 6785.12, 1072.41, 1388.64, 2305.06, 214.54, 6434.81, 176.1, Starfleet Assault Cruiser
1.01, 1.28, 1.59, 1745.5, 732.17, 539.5, 3516.85, 8519.65, 1110.33, 1997.48, 2721.84, 5433.58, 897.85, 6908.37, 3835.98, 261.26, 12842.91, 2432.15, 6695.93, 925.76, 1657.55, 2295.48, 389.26, 4950.49, 101.83, Starfleet Assault Cruiser
1.73, 1.8, 1.93, 2433.21, 643.12, 541.33, 5001.78, 10152.31, 1215.33, 2527.92, 941.34, 6062.94, 2772.23, 8517.82, 3384.21, 252.14, 9358.98, 1983.55, 3786.95, 1375.99, 1306.28, 2009.21, 237.59, 4950.63, 277.47, Starfleet Assault Cruiser
1.32, 1.71, 1.11, 2833.96, 711.82, 533.09, 3632.46, 7821.91, 1253.05, 1592.3, 1084.86, 5712.84, 2184.52, 10567.67, 3548.4, 271.93, 10950.45, 2098.26, 4939.19, 1196.51, 1626.82, 2156.42, 245.15, 6626.04, 143.59, Starfleet Assault Cruiser
1.36, 1.79, 1.62, 2709.05, 841.04, 526.14, 2996.1, 9935.93, 1187.41, 1711.0, 816.55, 5751.29, 1090.37, 9884.15, 3228.97, 256.29, 11141.68, 2541.23, 7255.49, 1492.28, 1445.82, 2063.4, 362.22, 5894.27, 129.0, Starfleet Assault Cruiser
1.61, 1.54, 1.62, 2003.41, 593.7, 524.89, 3031.6, 8337.67, 1052.23, 2534.74, 1874.25, 3283.44, 734.93, 9135.48, 3375.05, 290.68, 10102.54, 1588.63, 4643.24, 1303.19, 1500.08, 2113.22, 383.72, 7439.26, 150.15, Starfleet Assault Cruiser
1.14, 1.56, 1.61, 1683.56, 664.44, 535.1, 3056.73, 8387.84, 1070.97, 1628.71, 2539.85, 4278.24, 1867.35, 8377.91, 3782.72, 265.99, 8898.84, 2480.61, 3993.33, 1123.92, 1454.02, 2287.23, 284.91, 6612.42, 151.09, Starfleet Assault Cruiser
1.67, 1.65, 1.4, 1709.61, 444.1, 539.24, 5120.9, 7643.43, 1204.43, 1473.83, 1814.81, 4271.09, 1415.41, 8586.54, 3415.87, 311.55, 8489.81, 1841.2, 5193.75, 1198.55, 1257.32, 2218.04, 300.2, 7101.51, 124.12, Starfleet Assault Cruiser
