5934.75, 2003.77, 1487.18, 1573.97, 3017.43, 1627.75, 868.22, 522.7, 385.89, 57.96, 1856.65, 355.75, 1670.99, 1907.96, 216.95, 1747.66, 4655.88, 7092.0, 189.04, 661.35, 2302.56, 1236.72, 4463.89, 684.92, 1306.32, Starfleet Assault Cruiser
4842.35, 1887.71, 917.73, 1943.33, 5789.68, 1329.45, 834.43, 432.15, 175.78, 1328.13, 1847.18, 356.23, 1950.24, 5349.72, 268.75, 1603.75, 8848.37, 5229.5, 1124.75, 487.23, 2306.65, 1112.65, 2906.63, 755.99, 953.63, Starfleet Assault Cruiser
2574.73, 1781.24, 1322.05, 1766.58, 7290.04, 1634.73, 959.52, 432.66, 426.94, 947.74, 1816.69, 369.24, 1390.79, 6025.5, 314.91, 1643.19, 7723.07, 5438.69, 175.03, 482.19, 2244.18, 1122.74, 4615.61, 659.27, 1254.63, Starfleet Assault Cruiser
4411.79, 1635.85, 1496.44, 1553.02, 5073.79, 1420.48, 842.8, 479.8, 786.52, 1190.79, 1845.38, 369.19, 2266.75, 4872.01, 203.83, 1787.71, 7498.53, 6838.13, 517.36, 394.98, 2303.94, 1384.91, 2949.66, 507.0, 965.72, Starfleet Assault Cruiser
5556.69, 1503.29, 1596.19, 1634.22, 5944.59, 1638.8, 872.85, 432.74, 201.46, 93.99, 1913.12, 371.21, 2171.86, 3171.03, 269.32, 1639.14, 5044.71, 4134.01, 1110.09, 421.68, 2304.07, 1249.33, 4183.25, 918.28, 1124.15, Starfleet Assault Cruiser
2505.44, 2011.39, 1499.76, 1782.58, 3707.07, 1193.32, 616.37, 428.37, 528.96, 1238.95, 1777.56, 373.14, 1947.57, 2080.22, 124.65, 1587.63, 8954.84, 4032.45, 905.11, 232.52, 2229.36, 1245.91, 3078.95, 728.43, 1111.04, Starfleet Assault Cruiser
3948.25, 2672.34, 920.22, 1612.69, 4873.26, 1598.14, 835.98, 483.5, 850.68, 87.19, 1797.94, 356.87, 1757.49, 3995.89, 270.26, 1654.83, 4374.05, 6900.33, 159.56, 506.85, 2295.16, 1143.3, 3916.78, 750.85, 1355.46, Starfleet Assault Cruiser
6295.7, 1613.03, 1445.72, 1903.87, 5147.0, 1350.69, 625.4, 490.61, 190.36, 1264.48, 1777.2, 343.01, 1895.82, 2433.97, 344.6, 1806.22, 8368.32, 4158.01, 730.75, 600.15, 2227.77, 914.21, 2839.87, 801.64, 1010.73, Starfleet Assault Cruiser
3634.21, 1323.83, 995.66, 1753.39, 5039.11, 1213.15, 611.78, 515.88, 512.42, 312.09, 1913.46, 349.83, 1655.41, 1732.81, 248.32, 1617.94, 9681.98, 4550.89, 1132.12, 271.93, 2287.33, 1209.71, 4429.77, 816.78, 1094.03, Starfleet Assault Cruiser
2263.49, 2581.01, 1543.92, 1511.53, 6110.64, 1524.52, 600.81, 526.78, 501.74, 1444.97, 1907.83, 367.72, 2148.38, 4137.82, 293.71, 1611.28, 7269.53, 6716.37, 496.97, 210.31, 2256.08, 1191.56, 4468.79, 606.93, 1066.68, Starfleet Assault Cruiser
6166.78, 869.52, 1718.09, 1635.14, 2547.55, 1593.05, 832.33, 442.12, 458.38, 1451.8, 1795.12, 358.74, 2195.27, 3591.94, 379.73, 1685.46, 4491.94, 6007.38, 1467.64, 194.38, 2224.46, 947.62, 3126.04, 466.52, 1311.24, Starfleet Assault Cruiser
